id	input	status	money	addtime	name	skey	list	kminfo
20260721234004376016	河北	1	9.00	2026-07-21 23:40:05	通道19---接码---①腾讯QQ[接码首次注册卡][85%成功]	607c69086ee69c49e6915eac3a1e26cd	None	None
20260729032938831552	湖南	1	10.50	2026-07-29 03:29:40	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	662b1fff586f3f4d0d89f56b5038a018	None	None
20260801221636318581	2	1	8.39	2026-08-01 22:16:38	通道10---发码---注册QQ【全网最低价】	b24715d4ae020430f7c6fcf71f0f4375	None	None
20260726045539244039	上海	1	9.50	2026-07-26 04:55:41	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	75850c6f170c641b7ed2938011f5e6f3	None	None
20260731201509514208	3	1	6.31	2026-07-31 20:15:10	通道3---发码---注册QQ【全网最低价】	bfb4097005564a5aee63a4c8bd7a9432	None	None
20260720172527882471	11	1	8.39	2026-07-20 17:25:29	通道10---发码---注册QQ【全网最低价】	b2beee34fd230fe9de6e8148961f690f	None	None
20260801221631831068	2	1	8.39	2026-08-01 22:16:33	通道10---发码---注册QQ【全网最低价】	20df678ba37a7a5b8c2168a711ef2d9b	None	None
20260722005227526929	黑龙江	1	9.00	2026-07-22 00:52:28	通道19---接码---①腾讯QQ[接码首次注册卡][85%成功]	e70c3c0dc625ec9aca725380da3fba02	None	None
20260731090605272640	安徽	1	6.69	2026-07-31 09:06:08	通道3---发码---注册QQ【全网最低价】	3623ae1fc193f4f83ffa489ef39ef09f	None	None
20260729033754283390	湖南	1	10.50	2026-07-29 03:37:55	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	59940ea43fc2726e0de39697fbc782c8	None	None
20260730033719268458	吉林	1	8.00	2026-07-30 03:37:21	通道18---接码---①腾讯QQ[接码首次注册卡][85%成功]	b297b757ed43e7dcfed3c105e5394d05	None	None
20260731150107935510	3	1	4.01	2026-07-31 15:01:08	通道15---发码---注册QQ【缺货买这个纯电信号码卡较多】	c8a02102daccb837b36525ccc8ad944c	None	None
20260722022717347878	黑龙江	1	4.01	2026-07-22 02:27:18	通道15---发码---注册QQ【缺货买这个纯电信号码卡较多】	36c8e88023b95268fab6f526d9e10f0a	None	None
20260726051208185619	上海	1	9.50	2026-07-26 05:12:09	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	3a5efddf64385772e0c18ecfe26ff467	None	None
20260725001914447806	新疆	1	9.50	2026-07-25 00:19:16	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	bcb8b3e7ed0d9009ca664713a309c3e8	None	None
20260716223926243321	四川	1	6.69	2026-07-16 22:39:28	通道3---发码---注册QQ【全网最低价】	7f397a3199804b8c8ddf83589ff8b96b	None	None
20260726024656196399	上海	1	9.00	2026-07-26 02:46:57	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	f525ec5ea0042b94a8180214e4821296	None	None
20260729174137295168	吉林	1	10.50	2026-07-29 17:41:39	通道18---发码---注册QQ【全网最低价】	c6343c18aec01bba9f774abfef7cbedb	None	None
20260731195521576536	11	1	5.99	2026-07-31 19:55:23	通道1---发码---注册QQ【全网最低价】	901f5dca4ec9a3a209a1d1a84b052b78	None	None
20260729040508557227	湖南	1	12.35	2026-07-29 04:05:09	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	0d62928a319e6d050c0d922770b8def1	None	None
20260731195417427177	11	1	5.99	2026-07-31 19:54:18	通道1---发码---注册QQ【全网最低价】	5981a39cf74bf040017c852379be70f0	None	None
20260716222812947861	QQ	1	8.39	2026-07-16 22:28:13	通道10---发码---注册QQ【全网最低价】	089c0c16585ef30a8e23d0d896dfdfc0	None	None
20260731145754792848	3	1	4.01	2026-07-31 14:57:56	通道15---发码---注册QQ【缺货买这个纯电信号码卡较多】	c7ce71bcccbcf7f4562ace812ffd7a7a	None	None
20260731201834448012	3	1	6.31	2026-07-31 20:18:35	通道3---发码---注册QQ【全网最低价】	29ae4f0fbfcf65c7a09900c67f3235a2	None	None
20260731194845375130	11	1	5.99	2026-07-31 19:48:47	通道1---发码---注册QQ【全网最低价】	878eaa000c0a77a7e2a662fc1fbf1e7f	None	None
20260731165254726868	2	1	4.01	2026-07-31 16:52:55	通道15---发码---注册QQ【缺货买这个纯电信号码卡较多】	e318fc85e058bad57e885778cc9c650b	None	None
20260720172736288135	11	1	8.39	2026-07-20 17:27:38	通道10---发码---注册QQ【全网最低价】	781d6b49bc570d99cc7954bff4205465	None	None
20260717023958974268	11	1	8.39	2026-07-17 02:39:59	通道10---发码---注册QQ【全网最低价】	5eabb7b77680f5e55cdb7c2a4b7a66d0	None	None
20260729174021700060	吉林	1	10.50	2026-07-29 17:40:22	通道18---发码---注册QQ【全网最低价】	4596de63a0e7cbe09de573a2c7116d62	None	None
20260716223512510235	四川	1	6.69	2026-07-16 22:35:14	通道3---发码---注册QQ【全网最低价】	b9a0e444619622ef636d404d465143d2	None	None
20260725001948162272	新疆	1	9.00	2026-07-25 00:19:50	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	6a5d2c22587c091cd5b0f4db86b52dde	None	None
20260725005407667825	新疆	1	10.00	2026-07-25 00:54:09	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	f550c738117e2cc604cb6d4f17a9cf92	None	None
20260731195026666757	11	1	5.99	2026-07-31 19:50:28	通道1---发码---注册QQ【全网最低价】	6c47b0f331f5e55f49223a4026afda0a	None	None
20260729031730148803	湖南	1	12.99	2026-07-29 03:20:17	通道18---发码---注册QQ【全网最低价】	5925935df119d0f8f2b1d1f48b623dcd	None	None
20260722133541363672	黑龙江	1	7.00	2026-07-22 13:35:42	通道2---发码---注册QQ【全网最低价】	99ce980f943922b2073735f52d1cb655	None	None
20260731035951700565	吉林	1	7.85	2026-07-31 03:59:52	通道1---发码---注册QQ【全网最低价】	a69fef33891b306c312797c619390d44	None	None
20260717204039549645	5	1	8.01	2026-07-17 20:40:41	通道10---发码---注册QQ【全网最低价】	08ef043ed42b7c87619c4a5b87231d7e	None	None
20260718125149484871	QQ	1	12.99	2026-07-18 12:51:50	通道19---发码---注册QQ【全网最低价】	14a1ed3e034c90ae7547b540d222e2ec	None	None
20260725005056800860	新疆	1	9.00	2026-07-25 00:50:57	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	ef764d08bf57b141b700e18451ae961b	None	None
20260721193922775516	5	1	5.99	2026-07-21 19:39:23	通道1---发码---注册QQ【全网最低价】	5b85a9c4690c193776d48f5b5170f3f8	None	None
20260719123826233921	11	1	6.69	2026-07-19 12:38:29	通道3---发码---注册QQ【全网最低价】	5e9a8d6bf5fa89999c68d9b8b3447e35	None	None
20260716222616532945	QQ	1	8.39	2026-07-16 22:26:18	通道10---发码---注册QQ【全网最低价】	e9c31eb60d95d2027435e5b4a1962e3e	None	None
20260801174454130278	2	1	8.00	2026-08-01 17:44:56	通道18---接码---①腾讯QQ[接码首次注册卡][85%成功]	a9093e1aa5f504ffffcba82163d7750c	None	None
20260731090507952042	安徽	1	6.69	2026-07-31 09:05:10	通道3---发码---注册QQ【全网最低价】	fb854042789de3ba93eee84f5a55353d	None	None
20260725001937650227	新疆	1	9.00	2026-07-25 00:19:40	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	c9440a5dbceb500031f4f69ed4247c32	None	None
20260731090814970027	安徽	1	8.31	2026-07-31 09:08:16	通道3---发码---注册QQ【全网最低价】	bf47f333003ab0748a2f72c5926fcc30	None	None
20260725004952701275	新疆	1	9.00	2026-07-25 00:49:54	通道10---接码---①腾讯QQ[接码首次注册卡][85%成功]	595ddb44e1ba4070ff237a76b675c5ab	None	None
20260722004106683266	河北	1	8.39	2026-07-22 00:41:08	通道10---发码---注册QQ【全网最低价】	dff93428ca3d88a6baed8b724374ce59	None	None
20260720103340769478	5	1	5.99	2026-07-20 10:33:41	通道1---发码---注册QQ【全网最低价】	c169e495e97a5cb4f8da762a4818bd88	None	None
20260801012535788883	2	1	7.00	2026-08-01 01:25:37	通道18---接码---①腾讯QQ[接码首次注册卡][85%成功]	a72a071bc18e2e23e567ca29e84e65db	None	None
