1. qq.728.hk	https://qq.728.hk/	已售=5282	库存=2553	其他自动发卡站	有已售	首页 | QQ发卡 - 社交账号自动发卡平台
42. elmqq.top	https://elmqq.top/shop/	已售=0	库存=800	卡网列表模板(通用自动发卡)	仅库存/评分	饿了么QQ一手号商
43. jinyin1818.top	https://jinyin1818.top/shop/	已售=0	库存=775	卡网列表模板(通用自动发卡)	仅库存/评分	金银
44. qq1234.cc	http://qq1234.cc/index.php	已售=0	库存=775	卡网列表模板(通用自动发卡)	仅库存/评分	春哥QQ抖音
45. xihongqq.top	https://xihongqq.top/shop/	已售=0	库存=765	卡网列表模板(通用自动发卡)	仅库存/评分	西红柿QQ商城24小时自动下单发卡网
46. laok558.top	https://laok558.top/shop/	已售=0	库存=763	卡网列表模板(通用自动发卡)	仅库存/评分	老K货源-日进斗金
47. qcccc888.top	https://qcccc888.top/shop/	已售=0	库存=736	卡网列表模板(通用自动发卡)	仅库存/评分	大帅qq发卡网
48. tianfei88.lol	https://tianfei88.lol/shop/	已售=0	库存=729	卡网列表模板(通用自动发卡)	仅库存/评分	天妃{一手货源}
49. hu6621.cn	https://hu6621.cn/shop/	已售=0	库存=644	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
50. fffzz.lol	http://fffzz.lol/shop/	已售=0	库存=642	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
51. fffzz.top	http://fffzz.top/shop/	已售=0	库存=642	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
52. htqq.lol	https://htqq.lol/shop/	已售=0	库存=642	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
53. xiaobei.lol	https://xiaobei.lol/shop/	已售=0	库存=622	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
54. youhui1998.top	https://youhui1998.top/shop/	已售=0	库存=620	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
55. nengliang.lol	https://nengliang.lol/shop/	已售=0	库存=461	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
56. xdd6689.top	http://xdd6689.top/shop/	已售=0	库存=339	卡网列表模板(通用自动发卡)	仅库存/评分	小叮当qq自动发卡客服飞机 @xdd66989
57. dadiqq.com	https://dadiqq.com/shop/	已售=0	库存=331	卡网列表模板(通用自动发卡)	仅库存/评分	大地QQ KOKO独家专属密码 - 大地QQ KOKO独家专属密码
58. siye.lol	https://siye.lol/shop/	已售=0	库存=290	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
59. qq1.lol	https://qq1.lol/	已售=0	库存=286	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
60. az886.top	https://az886.top/shop/	已售=0	库存=284	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
61. lbd.lol	https://lbd.lol/shop/	已售=0	库存=267	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
62. ljqqqq.lol	https://ljqqqq.lol/shop/	已售=0	库存=264	卡网列表模板(通用自动发卡)	仅库存/评分	LJ游戏小号转卖 - 大量拿货联系飞机：@ljqqq
63. xxn7788.top	https://xxn7788.top/shop/	已售=0	库存=159	卡网列表模板(通用自动发卡)	仅库存/评分	小仙女7788
64. qqbizu666.top	https://qqbizu666.top/shop/	已售=0	库存=150	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
65. qq857.cc	https://qq857.cc/shop/	已售=0	库存=104	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
66. zhanghaoxiong.com	http://zhanghaoxiong.com/	已售=0	库存=102	未识别模板	仅库存/评分	账号熊官网｜数字账号商品与使用教程
67. maiqq88.top	http://maiqq88.top/shop/	已售=0	库存=92	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
68. juzi668.top	https://juzi668.top/shop/	已售=0	库存=84	卡网列表模板(通用自动发卡)	仅库存/评分	橘子
69. taoqqhao.com	https://taoqqhao.com/	已售=0	库存=60	靓号网/选号站	仅库存/评分	买qq靓号站,qq号码购买,qq靓号网站,qq号靓号网站,普通qq选号平台
70. yedaoqq.top	https://yedaoqq.top/shop/	已售=0	库存=58	卡网列表模板(通用自动发卡)	仅库存/评分	椰岛发号网
71. tuoni.xyz	http://www.tuoni.xyz/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-老群300
72. qx138888.top	https://qx138888.top/shop/	已售=0	库存=39	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
73. tangsqq.top	https://tangsqq.top/shop/	已售=0	库存=38	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
74. yewen.lol	https://yewen.lol/shop/	已售=0	库存=35	卡网列表模板(通用自动发卡)	仅库存/评分	叶问发卡批发
75. jinku.lol	https://jinku.lol/shop/	已售=0	库存=32	卡网列表模板(通用自动发卡)	仅库存/评分	金库 一手QQ号商
76. piguqq.top	https://piguqq.top/shop/	已售=0	库存=32	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
77. zhanghaofk88.top	http://zhanghaofk88.top/shop/	已售=0	库存=32	卡网列表模板(通用自动发卡)	仅库存/评分	布布发卡
78. kangsfqq.top	https://kangsfqq.top/shop/	已售=0	库存=29	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
79. maoqq.lol	https://maoqq.lol/	已售=0	库存=27	卡网列表模板(通用自动发卡)	仅库存/评分	猫猫发卡网
80. 2020999.cn	https://2020999.cn/	已售=0	库存=24	YKFAKA易发卡	仅库存/评分	qq小号自助购买平台
81. kk987.top	https://kk987.top/shop/	已售=0	库存=24	卡网列表模板(通用自动发卡)	仅库存/评分	子心发卡
82. dabaoqq.top	https://dabaoqq.top/shop/	已售=0	库存=15	卡网列表模板(通用自动发卡)	仅库存/评分	大宝自助发卡网
83. baichuan.lol	https://baichuan.lol/shop/	已售=0	库存=10	卡网列表模板(通用自动发卡)	仅库存/评分	海纳百川发号网
84. kdyfk.top	https://kdyfk.top/shop/	已售=0	库存=10	卡网列表模板(通用自动发卡)	仅库存/评分	客服@paws8889
85. byqqdd.top	https://byqqdd.top/shop/	已售=0	库存=6	卡网列表模板(通用自动发卡)	仅库存/评分	唯一
86. 06xp.com	https://06xp.com/	已售=0	库存=0	未识别模板	仅库存/评分	QQ号购买商城-QQ号码购买|直登号QQ号批发|QQ小号购买|不冻结/不弹窗
87. 132226.com	http://132226.com/	已售=0	库存=0	未识别模板	仅库存/评分	qq号码购买批发
88. 16lh.com	https://16lh.com/	已售=0	库存=0	靓号网/选号站	仅库存/评分	壹牛靓号网-QQ靓号的正规安全交易平台
89. 1qqlh.com	http://1qqlh.com/	已售=0	库存=0	靓号网/选号站	仅库存/评分	老大靓号网-QQ靓号/5位QQ/6位QQ/7位QQ/8位QQ/9位QQ/10位QQ号码交易平台
90. 3qq.cn	http://3qq.cn/	已售=0	库存=0	靓号网/选号站	仅库存/评分	靓号站官网 - 买QQ号,7位QQ号,8位QQ号,9位QQ号,QQ靓号,太阳号,太阳QQ号
91. 50595.cn	https://50595.cn/	已售=0	库存=0	未识别模板	仅库存/评分	太阳qq号批发_8位数qq购买_扣扣小号网_娜蒂QQ号码网
92. 66689.cn	https://66689.cn/	已售=0	库存=0	靓号网/选号站	仅库存/评分	qq选号网,购买qq号商城,国卡换绑qq,5678910位qq靓号购买,qq换绑号码
93. 851466219.com	https://851466219.com/	已售=0	库存=0	未识别模板	仅库存/评分	QQ号码批发-全自动发货平台-起点QQ号批发商城
94. backup.u8bffe.top	https://backup.u8bffe.top/	已售=0	库存=0	其他自动发卡站	仅库存/评分	首页 | 账号批发|游戏批发|小号批发|实名账号|低价账号|海外账号|粉丝账号|代刷业务|facebook|推特|TG|
95. binliqq.com	http://binliqq.com/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-宾利QQ批发网
96. bwqq.top	https://bwqq.top/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-优卡自动发卡网 / BWQQ注册卡位
97. chuhao.lol	https://chuhao.lol/shop/	已售=0	库存=0	卡网列表模板(通用自动发卡)	仅库存/评分	彦祖QQ
98. daxiangjiao.lol	https://daxiangjiao.lol/shop/	已售=0	库存=0	卡网列表模板(通用自动发卡)	仅库存/评分	大香蕉一手QQ号商
99. dkfaka.shop	http://dkfaka.shop/	已售=0	库存=0	其他自动发卡站	仅库存/评分	首页 | 迪克全网最全账号批发|小号批发|实名账号|低价账号|海外账号|粉丝账号|代刷业务|facebook|推特|TG
100. dmdqq.cc	https://dmdqq.cc/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-哆咪哆商城
101. fak86.top	https://fak86.top/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-拾玥Q商城
102. faka98.top	http://faka98.top/	已售=0	库存=0	独角数卡	仅库存/评分	首页 | 24小时自动发卡
103. hao998.xyz	https://hao998.xyz/	已售=0	库存=0	异次元发卡	仅库存/评分	简单发卡网
104. haowang1.shop	http://haowang1.shop/	已售=0	库存=0	其他自动发卡站	仅库存/评分	账号批发 | 零售-最好的网站-好旺号商账号平台
105. haowang2.shop	http://haowang2.shop/	已售=0	库存=0	其他自动发卡站	仅库存/评分	账号批发 | 零售-最好的网站-好旺号商平台
106. jackww.top	https://jackww.top/shop/	已售=0	库存=0	卡网列表模板(通用自动发卡)	仅库存/评分	星云qq号商
107. jinziqq.com	https://jinziqq.com/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-优卡自动发卡网
108. lubanqq.top	https://lubanqq.top/	已售=0	库存=0	异次元发卡	仅库存/评分	鲁班@lubanqqq 游戏账号平台
109. m.qq268.com	http://m.qq268.com/	已售=0	库存=0	靓号网/选号站	仅库存/评分	牛牛靓号网_为您提供5~10位QQ靓号_购买QQ号码首选网站
110. maihao.pro	https://maihao.pro/	已售=0	库存=0	未识别模板	仅库存/评分	买卖号商城 - 买卖号商城
111. maihaoqq.com	https://maihaoqq.com/	已售=0	库存=0	靓号网/选号站	仅库存/评分	qq账号购买-qq小号平台-直登qq-买卖qq靓号网站
112. maimaiqq.com	https://maimaiqq.com/	已售=0	库存=0	未识别模板	仅库存/评分	QQ号购买和批发，QQ小号购买，QQ账号批发，QQ白号，QQ满月号，QQ实名号，QQ老号等购买-买卖QQ。
113. meituan668.com	https://meituan668.com/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-优卡自动发卡网
114. miduo666.com	https://miduo666.com/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-优卡自动发卡网
115. mima1314.com	https://mima1314.com/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-教父网
116. pfqq.net	https://pfqq.net/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	QQ直登三无小号全自动批发商城-QQ号码批发|卖QQ小号批发|买QQ号|QQ不冻结号批发|QQ号码短信解封查密正查封云平
117. pifaqq.cn	https://pifaqq.cn/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	QQ直登三无小号全自动批发商城-QQ号码批发|卖QQ小号批发|买QQ号|QQ不冻结号批发|QQ号码短信解封查密正查封云平
118. putaoqq.top	https://putaoqq.top/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-优卡自动发卡网
119. q6666.top	https://q6666.top/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-自动发卡网
120. q6666.xyz	https://q6666.xyz/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-自动发卡网
121. qq11388.vip	https://qq11388.vip/shop/	已售=0	库存=0	未识别模板	仅库存/评分	牢记永久网站地址
122. qq114.com	http://qq114.com/	已售=0	库存=0	未识别模板	仅库存/评分	qq114.com
123. qq152.cn	http://qq152.cn/	已售=0	库存=0	未识别模板	仅库存/评分	QQ卡盟_QQ业务快刷-卡盟代刷专业平台
124. qq156.cn	https://qq156.cn/	已售=0	库存=0	靓号网/选号站	仅库存/评分	买QQ号,QQ靓号,5-10位qq,购买qq靓号,买QQ号码正规网站-【米斯尼QQ店】
125. qq178.com	http://qq178.com/	已售=0	库存=0	靓号网/选号站	仅库存/评分	178靓号网-您值得信赖的优质QQ号码资源提供商
126. qq520.cn	https://qq520.cn/	已售=0	库存=0	靓号网/选号站	仅库存/评分	QQ靓号网 | QQ567位号码|国内最大QQ靓号商城(富贵靓号)
127. qq56789.com	https://qq56789.com/shop/	已售=0	库存=0	靓号网/选号站	仅库存/评分	页面未找到 - QQ靓号网
128. qq60.vip	https://qq60.vip/shop/	已售=0	库存=0	未识别模板	仅库存/评分	系统发生错误
129. qq61.vip	https://qq61.vip/	已售=0	库存=0	未识别模板	仅库存/评分	鑫博-线上综合娱乐平台 PC28 赛车 时时彩 百家乐 棋牌 电子 体育
130. qq666.xyz	https://qq666.xyz/shop/	已售=0	库存=0	未识别模板	仅库存/评分	502 Bad Gateway
131. qq899.com	http://qq899.com/shop/	已售=0	库存=0	靓号网/选号站	仅库存/评分	QQ靓号,5~10位QQ靓号交易平台
132. qq9888.vip	https://qq9888.vip/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-大商QQ批发
133. qqduo.com	http://qqduo.com/	已售=0	库存=0	异次元发卡	仅库存/评分	QQ号购买批发商城-QQ号码购买|QQ小号批发|买QQ号|QQ不冻结/QQ直登号
134. qqfk.net	https://qqfk.net/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	百万QQ批发商城-QQ号码批发|卖QQ小号批发|买QQ号|QQ不冻结号批发|QQ号码短信解封查密正查封云平台
135. qqhgm.com	http://qqhgm.com/	已售=0	库存=0	其他自动发卡站	仅库存/评分	首页 | QQ号批发 - QQ小号发卡网 - QQ号自助购买平台
136. qqhhoo.com	http://qqhhoo.com/	已售=0	库存=0	靓号网/选号站	仅库存/评分	超群靓号,5位QQ靓号,6位QQ靓号,7位QQ靓号,8位QQ靓号,9位QQ靓号,QQ群靓号
137. qqhmjy.com	https://qqhmjy.com/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	百万QQ批发商城-QQ号码批发|卖QQ小号批发|买QQ号|QQ不冻结号批发|QQ号码短信解封查密正查封云平台
138. qqjybby.com	https://qqjybby.com/	已售=0	库存=0	靓号网/选号站	仅库存/评分	QQ靓号网
139. qqlh88.com	http://qqlh88.com/	已售=0	库存=0	靓号网/选号站	仅库存/评分	QQ选号网|QQ靓号网|5位QQ靓号|6位QQ靓号|7位QQ靓号-超群靓号网
140. qqlhmd.com	http://qqlhmd.com/	已售=0	库存=0	靓号网/选号站	仅库存/评分	靓号名店 QQ号码_QQ靓号网QQ交易网站|买QQ号|QQ行业|知名商家QQ专卖,专业批发零售QQ自动发货机器人承接工作
141. qqlhw.com	https://qqlhw.com/	已售=0	库存=0	靓号网/选号站	仅库存/评分	QQ靓号网 | 买qq靓号|国内最全QQ靓号商城
142. qqpf.cc	https://qqpf.cc/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	QQ直登三无小号全自动批发商城-QQ号码批发|卖QQ小号批发|买QQ号|QQ不冻结号批发|QQ号码短信解封查密正查封云平
143. qqqxiaohao.com	https://qqqxiaohao.com/	已售=0	库存=0	未识别模板	仅库存/评分	首页 | QQ小号购买与出售平台｜实名认证账号批发｜稳定安全直登
144. qqx2.cc	https://qqx2.cc/	已售=0	库存=0	异次元发卡	仅库存/评分	购物 - 小二🔶海外/APP批发🔶
145. qqxbk.vip	https://qqxbk.vip/	已售=0	库存=0	卡网列表模板(通用自动发卡)	仅库存/评分	XBK星巴克自动发货
146. qqxiaohaofk.com	https://qqxiaohaofk.com/	已售=0	库存=0	其他自动发卡站	仅库存/评分	个人QQ批发_QQ小号批发_qq号自助购买平台_qq小号发卡网 - QQ游戏小号批发-自动发货平台
147. shenyuan.lol	https://shenyuan.lol/shop/	已售=0	库存=0	卡网列表模板(通用自动发卡)	仅库存/评分	自动发卡
148. shopping.qq11388.vip	https://shopping.qq11388.vip/	已售=0	库存=0	异次元发卡	仅库存/评分	太白镜像 - 一手出QQ真机自养
149. shopping.qq11399.vip	https://shopping.qq11399.vip/	已售=0	库存=0	异次元发卡	仅库存/评分	太白 - 一手出QQ真机自养
150. tinderzhanghao.com	https://tinderzhanghao.com/	已售=0	库存=0	未识别模板	仅库存/评分	首页 | Tinder账号购买-Tinder邮箱购买-Tinder邮箱批发-Tinder绿邮批发-Tinder账号出售-
151. tjqq.top	https://tjqq.top/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-QQ号批发
152. ttqq.my	https://ttqq.my/	已售=0	库存=0	卡网列表模板(通用自动发卡)	仅库存/评分	彩虹云商城
153. ttqq.top	https://ttqq.top/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-慢慢 自动发卡网
154. x5.wzdj.net	https://x5.wzdj.net/	已售=0	库存=0	靓号网/选号站	仅库存/评分	QQ靓号商城 | QQ年费号码|QQ普通号专卖|QQ6 7位号码|YY频道号|YY群号|YY高成长号码|国内最大QQ、Y
155. xiaohaopf.com	http://xiaohaopf.com/	已售=0	库存=0	其他自动发卡站	仅库存/评分	小号批发 - 微信号、qq号、支付宝号、抖音号、快手号、小红书号在线自助购买平台
156. xmqqw.vip	https://xmqqw.vip/	已售=0	库存=0	YKFAKA易发卡	仅库存/评分	首页-优卡自动发卡网
157. zu.xiangzuhao.com.cn	https://zu.xiangzuhao.com.cn/shop/	已售=0	库存=0	未识别模板	仅库存/评分	享租号商家管理
